ImageIndex,GlobalAngle,PixelY
14.863,222.95,2106
14.867,223.01,2104
14.871,223.07,2103
14.875,223.13,2101
14.879,223.18,2100
14.883,223.24,2098
14.887,223.30,2097
14.891,223.36,2095
14.895,223.42,2093
14.898,223.48,2092
14.902,223.54,2090
14.906,223.59,2089
14.910,223.65,2087
14.914,223.71,2085
14.918,223.77,2083
14.922,223.83,2082
14.926,223.89,2080
14.930,223.95,2078
14.934,224.00,2076
14.938,224.06,2075
14.941,224.12,2073
14.945,224.18,2071
14.949,224.24,2069
14.953,224.30,2067
14.957,224.36,2065
14.961,224.41,2063
14.965,224.47,2061
14.969,224.53,2059
14.973,224.59,2057
14.977,224.65,2055
14.980,224.71,2053
14.984,224.77,2051
14.988,224.82,2049
14.992,224.88,2047
14.996,224.94,2045
15.000,225.00,1863
15.004,225.06,1866
15.008,225.12,1869
15.012,225.18,1872
15.016,225.23,1875
15.020,225.29,1878
15.023,225.35,1881
15.027,225.41,1884
15.031,225.47,1887
15.035,225.53,1890
15.039,225.59,1893
15.043,225.64,1896
15.047,225.70,1898
15.051,225.76,1901
15.055,225.82,1904
15.059,225.88,1907
15.063,225.94,1910
15.066,226.00,1912
15.070,226.05,1915
15.074,226.11,1918
15.078,226.17,1920
15.082,226.23,1923
15.086,226.29,1926
15.090,226.35,1928
15.094,226.41,1931
15.098,226.46,1933
15.102,226.52,1936
15.105,226.58,1938
15.109,226.64,1941
15.113,226.70,1943
15.117,226.76,1946
15.121,226.82,1948
15.125,226.88,1951
15.129,226.93,1953
15.133,226.99,1955
15.137,227.05,1958
15.141,227.11,1960
15.145,227.17,1962
15.148,227.23,1965
15.152,227.29,1967
15.156,227.34,1969
15.160,227.40,1972
15.164,227.46,1974
15.168,227.52,1976
15.172,227.58,1978
15.176,227.64,1980
15.180,227.70,1982
15.184,227.75,1984
15.188,227.81,1987
15.191,227.87,1989
15.195,227.93,1991
15.199,227.99,1993
15.203,228.05,1995
15.207,228.11,1997
15.211,228.16,1999
15.215,228.22,2001
15.219,228.28,2003
15.223,228.34,2005
15.227,228.40,2006
15.230,228.46,2008
15.234,228.52,2010
15.238,228.57,2013
15.242,228.63,2014
15.246,228.69,2015
15.250,228.75,2017
15.254,228.81,2019
15.258,228.87,2021
15.262,228.93,2022
15.266,228.98,2024
15.270,229.04,2026
15.273,229.10,2027
15.277,229.16,2029
15.281,229.22,2030
15.285,229.28,2032
15.289,229.34,2034
15.293,229.39,2035
15.297,229.45,2037
15.301,229.51,2038
15.305,229.57,2039
15.309,229.63,2041
15.313,229.69,2042
15.316,229.75,2044
15.320,229.80,2045
15.324,229.86,2047
15.328,229.92,2048
15.332,229.98,2049
15.336,230.04,2051
15.340,230.10,2052
15.344,230.16,2053
15.348,230.21,2054
15.352,230.27,2055
15.355,230.33,2057
15.359,230.39,2058
15.363,230.45,2059
15.367,230.51,2060
15.371,230.57,2061
15.375,230.63,2062
15.379,230.68,2063
15.383,230.74,2065
15.387,230.80,2066
15.391,230.86,2067
15.395,230.92,2068
15.398,230.98,2069
15.402,231.04,2069
15.406,231.09,2070
15.410,231.15,2071
15.414,231.21,2072
15.418,231.27,2073
15.422,231.33,2074
15.426,231.39,2075
15.430,231.45,2076
15.434,231.50,2076
15.438,231.56,2077
15.441,231.62,2078
15.445,231.68,2079
15.449,231.74,2079
15.453,231.80,2080
15.457,231.86,2081
15.461,231.91,2081
15.465,231.97,2082
15.469,232.03,2083
15.473,232.09,2083
15.477,232.15,2084
15.480,232.21,2084
15.484,232.27,2085
15.488,232.32,2085
15.492,232.38,2086
15.496,232.44,2086
15.500,232.50,2087
15.504,232.56,2087
15.508,232.62,2088
15.512,232.68,2088
15.516,232.73,2088
15.520,232.79,2089
15.523,232.85,2089
15.527,232.91,2089
15.531,232.97,2090
15.535,233.03,2090
15.539,233.09,2090
15.543,233.14,2090
15.547,233.20,2091
15.551,233.26,2091
15.555,233.32,2091
15.559,233.38,2091
15.563,233.44,2091
15.566,233.50,2091
15.570,233.55,2092
15.574,233.61,2091
15.578,233.67,2091
15.582,233.73,2092
15.586,233.79,2092
15.590,233.85,2091
15.594,233.91,2091
15.598,233.96,2091
15.602,234.02,2091
15.605,234.08,2091
15.609,234.14,2091
15.613,234.20,2091
15.617,234.26,2091
15.621,234.32,2091
15.625,234.38,2090
15.629,234.43,2090
15.633,234.49,2090
15.637,234.55,2090
15.641,234.61,2089
15.645,234.67,2089
15.648,234.73,2089
15.652,234.79,2088
15.656,234.84,2088
15.660,234.90,2088
15.664,234.96,2087
15.668,235.02,2087
15.672,235.08,2086
15.676,235.14,2086
15.680,235.20,2086
15.684,235.25,2085
15.688,235.31,2084
15.691,235.37,2084
15.695,235.43,2083
15.699,235.49,2083
15.703,235.55,2082
15.707,235.61,2081
15.711,235.66,2081
15.715,235.72,2080
15.719,235.78,2079
15.723,235.84,2079
15.727,235.90,2078
15.730,235.96,2077
15.734,236.02,2076
15.738,236.07,2076
15.742,236.13,2075
15.746,236.19,2074
15.750,236.25,2073
15.754,236.31,2072
15.758,236.37,2071
15.762,236.43,2070
15.766,236.48,2069
15.770,236.54,2068
15.773,236.60,2067
15.777,236.66,2066
15.781,236.72,2065
15.785,236.78,2064
15.789,236.84,2063
15.793,236.89,2062
15.797,236.95,2061
15.801,237.01,2060
15.805,237.07,2059
15.809,237.13,2058
15.813,237.19,2057
15.816,237.25,2055
15.820,237.30,2054
15.824,237.36,2053
15.828,237.42,2052
15.832,237.48,2050
15.836,237.54,2049
15.840,237.60,2048
15.844,237.66,2046
15.848,237.71,2045
15.852,237.77,2044
15.855,237.83,2042
15.859,237.89,2041
15.863,237.95,2039
15.867,238.01,2038
15.871,238.07,2036
15.875,238.13,2035
15.879,238.18,2033
15.883,238.24,2032
15.887,238.30,2030
15.891,238.36,2029
15.895,238.42,2027
15.898,238.48,2025
15.902,238.54,2024
15.906,238.59,2022
15.910,238.65,2020
15.914,238.71,2019
15.918,238.77,2017
15.922,238.83,2015
15.926,238.89,2013
15.930,238.95,2012
15.934,239.00,2010
15.938,239.06,2008
15.941,239.12,2006
15.945,239.18,2004
15.949,239.24,2002
15.953,239.30,2000
15.957,239.36,1998
15.961,239.41,1997
15.965,239.47,1995
15.969,239.53,1993
15.973,239.59,1990
15.977,239.65,1988
15.980,239.71,1986
15.984,239.77,1984
15.988,239.82,1982
15.992,239.88,1980
15.996,239.94,1978
16.000,240.00,1815
16.004,240.06,1818
16.008,240.12,1821
16.012,240.18,1824
16.016,240.23,1827
16.020,240.29,1830
16.023,240.35,1833
16.027,240.41,1836
16.031,240.47,1839
16.035,240.53,1842
16.039,240.59,1845
16.043,240.64,1847
16.047,240.70,1850
16.051,240.76,1853
16.055,240.82,1856
16.059,240.88,1858
16.063,240.94,1861
16.066,241.00,1864
16.070,241.05,1867
16.074,241.11,1869
16.078,241.17,1872
16.082,241.23,1874
16.086,241.29,1877
16.090,241.35,1879
16.094,241.41,1882
16.098,241.46,1884
16.102,241.52,1887
16.105,241.58,1889
16.109,241.64,1892
16.113,241.70,1894
16.117,241.76,1897
16.121,241.82,1899
16.125,241.88,1901
16.129,241.93,1904
16.133,241.99,1906
16.137,242.05,1909
16.141,242.11,1911
16.145,242.17,1913
16.148,242.23,1915
16.152,242.29,1917
16.156,242.34,1920
16.160,242.40,1922
16.164,242.46,1924
16.168,242.52,1926
16.172,242.58,1928
16.176,242.64,1930
16.180,242.70,1932
16.184,242.75,1934
16.188,242.81,1937
16.191,242.87,1939
16.195,242.93,1941
16.199,242.99,1943
16.203,243.05,1945
16.207,243.11,1946
16.211,243.16,1948
16.215,243.22,1950
16.219,243.28,1952
16.223,243.34,1954
16.227,243.40,1956
16.230,243.46,1958
16.234,243.52,1959
16.238,243.57,1961
16.242,243.63,1963
16.246,243.69,1965
16.250,243.75,1966
16.254,243.81,1968
16.258,243.87,1970
16.262,243.93,1971
16.266,243.98,1973
16.270,244.04,1975
16.273,244.10,1976
16.277,244.16,1978
16.281,244.22,1979
16.285,244.28,1981
16.289,244.34,1982
16.293,244.39,1984
16.297,244.45,1985
16.301,244.51,1987
16.305,244.57,1988
16.309,244.63,1989
16.313,244.69,1991
16.316,244.75,1992
16.320,244.80,1994
16.324,244.86,1995
16.328,244.92,1996
16.332,244.98,1998
16.336,245.04,1999
16.340,245.10,2000
16.344,245.16,2001
16.348,245.21,2002
16.352,245.27,2004
16.355,245.33,2005
16.359,245.39,2006
16.363,245.45,2007
16.367,245.51,2008
16.371,245.57,2009
16.375,245.63,2010
16.379,245.68,2011
16.383,245.74,2012
16.387,245.80,2013
16.391,245.86,2014
16.395,245.92,2015
16.398,245.98,2016
16.402,246.04,2017
16.406,246.09,2018
16.410,246.15,2019
16.414,246.21,2020
16.418,246.27,2020
16.422,246.33,2021
16.426,246.39,2022
16.430,246.45,2023
16.434,246.50,2024
16.438,246.56,2024
16.441,246.62,2025
16.445,246.68,2026
16.449,246.74,2026
16.453,246.80,2027
16.457,246.86,2028
16.461,246.91,2028
16.465,246.97,2029
16.469,247.03,2029
16.473,247.09,2030
16.477,247.15,2030
16.480,247.21,2031
16.484,247.27,2031
16.488,247.32,2032
16.492,247.38,2032
16.496,247.44,2033
16.500,247.50,2033
16.504,247.56,2033
16.508,247.62,2034
16.512,247.68,2034
16.516,247.73,2035
16.520,247.79,2035
16.523,247.85,2035
16.527,247.91,2035
16.531,247.97,2036
16.535,248.03,2036
16.539,248.09,2036
16.543,248.14,2036
16.547,248.20,2036
16.551,248.26,2036
16.555,248.32,2037
16.559,248.38,2037
16.563,248.44,2037
16.566,248.50,2037
16.570,248.55,2037
16.574,248.61,2037
16.578,248.67,2037
16.582,248.73,2037
16.586,248.79,2037
16.590,248.85,2037
16.594,248.91,2037
16.598,248.96,2036
16.602,249.02,2036
16.605,249.08,2036
16.609,249.14,2036
16.613,249.20,2036
16.617,249.26,2036
16.621,249.32,2035
16.625,249.38,2035
16.629,249.43,2035
16.633,249.49,2035
16.637,249.55,2034
16.641,249.61,2034
16.645,249.67,2034
16.648,249.73,2033
16.652,249.79,2033
16.656,249.84,2032
16.660,249.90,2032
16.664,249.96,2032
16.668,250.02,2031
16.672,250.08,2031
16.676,250.14,2030
16.680,250.20,2030
16.684,250.25,2029
16.688,250.31,2028
16.691,250.37,2028
16.695,250.43,2027
16.699,250.49,2027
16.703,250.55,2026
16.707,250.61,2025
16.711,250.66,2025
16.715,250.72,2024
16.719,250.78,2023
16.723,250.84,2022
16.727,250.90,2021
16.730,250.96,2021
16.734,251.02,2020
16.738,251.07,2019
16.742,251.13,2018
16.746,251.19,2017
16.750,251.25,2016
16.754,251.31,2016
16.758,251.37,2015
16.762,251.43,2014
16.766,251.48,2013
16.770,251.54,2012
16.773,251.60,2011
16.777,251.66,2010
16.781,251.72,2008
16.785,251.78,2007
16.789,251.84,2006
16.793,251.89,2005
16.797,251.95,2004
16.801,252.01,2003
16.805,252.07,2002
16.809,252.13,2000
16.813,252.19,1999
16.816,252.25,1998
16.820,252.30,1997
16.824,252.36,1995
16.828,252.42,1994
16.832,252.48,1993
16.836,252.54,1991
16.840,252.60,1990
16.844,252.66,1989
16.848,252.71,1987
16.852,252.77,1986
16.855,252.83,1984
16.859,252.89,1983
16.863,252.95,1981
16.867,253.01,1980
16.871,253.07,1978
16.875,253.13,1977
16.879,253.18,1975
16.883,253.24,1974
16.887,253.30,1972
16.891,253.36,1970
16.895,253.42,1969
16.898,253.48,1967
16.902,253.54,1965
16.906,253.59,1964
16.910,253.65,1962
16.914,253.71,1960
16.918,253.77,1958
16.922,253.83,1957
16.926,253.89,1955
16.930,253.95,1953
16.934,254.00,1951
16.938,254.06,1949
16.941,254.12,1947
16.945,254.18,1945
16.949,254.24,1943
16.953,254.30,1941
16.957,254.36,1939
16.961,254.41,1937
16.965,254.47,1935
16.969,254.53,1933
16.973,254.59,1931
16.977,254.65,1929
16.980,254.71,1927
16.984,254.77,1925
16.988,254.82,1923
16.992,254.88,1921
16.996,254.94,1918
17.000,255.00,1784
17.004,255.06,1787
17.008,255.12,1790
17.012,255.18,1793
17.016,255.23,1795
17.020,255.29,1798
17.023,255.35,1801
17.027,255.41,1804
17.031,255.47,1807
17.035,255.53,1810
17.039,255.59,1812
17.043,255.64,1815
17.047,255.70,1818
17.051,255.76,1820
17.055,255.82,1823
17.059,255.88,1826
17.063,255.94,1829
17.066,256.00,1831
17.070,256.05,1834
17.074,256.11,1836
17.078,256.17,1839
17.082,256.23,1841
17.086,256.29,1844
17.090,256.35,1846
17.094,256.41,1849
17.098,256.46,1851
17.102,256.52,1854
17.105,256.58,1856
17.109,256.64,1859
17.113,256.70,1861
17.117,256.76,1863
17.121,256.82,1866
17.125,256.88,1868
17.129,256.93,1870
17.133,256.99,1873
17.137,257.05,1875
17.141,257.11,1877
17.145,257.17,1879
17.148,257.23,1881
17.152,257.29,1884
17.156,257.34,1886
17.160,257.40,1888
17.164,257.46,1890
17.168,257.52,1892
17.172,257.58,1894
17.176,257.64,1896
17.180,257.70,1898
17.184,257.75,1900
17.188,257.81,1902
17.191,257.87,1904
17.195,257.93,1906
17.199,257.99,1908
17.203,258.05,1910
17.207,258.11,1912
17.211,258.16,1913
17.215,258.22,1915
17.219,258.28,1917
17.223,258.34,1919
17.227,258.40,1921
17.230,258.46,1923
17.234,258.52,1924
17.238,258.57,1926
17.242,258.63,1928
17.246,258.69,1929
17.250,258.75,1931
17.254,258.81,1933
17.258,258.87,1934
17.262,258.93,1936
17.266,258.98,1937
17.270,259.04,1939
17.273,259.10,1940
17.277,259.16,1942
17.281,259.22,1943
17.285,259.28,1945
17.289,259.34,1946
17.293,259.39,1948
17.297,259.45,1949
17.301,259.51,1951
17.305,259.57,1952
17.309,259.63,1953
17.313,259.69,1954
17.316,259.75,1956
17.320,259.80,1957
17.324,259.86,1958
17.328,259.92,1959
17.332,259.98,1961
17.336,260.04,1962
17.340,260.10,1963
17.344,260.16,1964
17.348,260.21,1965
17.352,260.27,1967
17.355,260.33,1968
17.359,260.39,1969
17.363,260.45,1970
17.367,260.51,1971
17.371,260.57,1972
17.375,260.63,1973
17.379,260.68,1974
17.383,260.74,1975
17.387,260.80,1976
17.391,260.86,1977
17.395,260.92,1978
17.398,260.98,1978
17.402,261.04,1979
17.406,261.09,1980
17.410,261.15,1981
17.414,261.21,1982
17.418,261.27,1982
17.422,261.33,1983
17.426,261.39,1984
17.430,261.45,1985
17.434,261.50,1985
17.438,261.56,1986
17.441,261.62,1987
17.445,261.68,1987
17.449,261.74,1988
17.453,261.80,1988
17.457,261.86,1989
17.461,261.91,1989
17.465,261.97,1990
17.469,262.03,1991
17.473,262.09,1991
17.477,262.15,1991
17.480,262.21,1992
17.484,262.27,1992
17.488,262.32,1993
17.492,262.38,1993
17.496,262.44,1993
17.500,262.50,1994
17.504,262.56,1994
17.508,262.62,1994
17.512,262.68,1995
17.516,262.73,1995
17.520,262.79,1995
17.523,262.85,1995
17.527,262.91,1996
17.531,262.97,1996
17.535,263.03,1996
17.539,263.09,1996
17.543,263.14,1996
17.547,263.20,1996
17.551,263.26,1996
17.555,263.32,1996
17.559,263.38,1996
17.563,263.44,1997
17.566,263.50,1997
17.570,263.55,1996
17.574,263.61,1996
17.578,263.67,1996
17.582,263.73,1996
17.586,263.79,1996
17.590,263.85,1996
17.594,263.91,1996
17.598,263.96,1996
17.602,264.02,1996
17.605,264.08,1995
17.609,264.14,1995
17.613,264.20,1995
17.617,264.26,1995
17.621,264.32,1994
17.625,264.38,1994
17.629,264.43,1994
17.633,264.49,1993
17.637,264.55,1993
17.641,264.61,1993
17.645,264.67,1992
17.648,264.73,1992
17.652,264.79,1991
17.656,264.84,1991
17.660,264.90,1990
17.664,264.96,1990
17.668,265.02,1989
17.672,265.08,1989
17.676,265.14,1988
17.680,265.20,1988
17.684,265.25,1987
17.688,265.31,1986
17.691,265.37,1986
17.695,265.43,1985
17.699,265.49,1984
17.703,265.55,1984
17.707,265.61,1983
17.711,265.66,1982
17.715,265.72,1981
17.719,265.78,1980
17.723,265.84,1980
17.727,265.90,1979
17.730,265.96,1978
17.734,266.02,1977
17.738,266.07,1976
17.742,266.13,1975
17.746,266.19,1974
17.750,266.25,1973
17.754,266.31,1972
17.758,266.37,1971
17.762,266.43,1970
17.766,266.48,1969
17.770,266.54,1968
17.773,266.60,1967
17.777,266.66,1966
17.781,266.72,1965
17.785,266.78,1964
17.789,266.84,1963
17.793,266.89,1961
17.797,266.95,1960
17.801,267.01,1959
17.805,267.07,1958
17.809,267.13,1957
17.813,267.19,1955
17.816,267.25,1954
17.820,267.30,1953
17.824,267.36,1951
17.828,267.42,1950
17.832,267.48,1948
17.836,267.54,1947
17.840,267.60,1946
17.844,267.66,1944
17.848,267.71,1943
17.852,267.77,1941
17.855,267.83,1940
17.859,267.89,1938
17.863,267.95,1937
17.867,268.01,1935
17.871,268.07,1934
17.875,268.13,1932
17.879,268.18,1930
17.883,268.24,1929
17.887,268.30,1927
17.891,268.36,1925
17.895,268.42,1924
17.898,268.48,1922
17.902,268.54,1920
17.906,268.59,1918
17.910,268.65,1916
17.914,268.71,1915
17.918,268.77,1913
17.922,268.83,1911
17.926,268.89,1909
17.930,268.95,1908
17.934,269.00,1905
17.938,269.06,1903
17.941,269.12,1901
17.945,269.18,1900
17.949,269.24,1897
17.953,269.30,1895
17.957,269.36,1893
17.961,269.41,1891
17.965,269.47,1889
17.969,269.53,1887
17.973,269.59,1885
17.977,269.65,1883
17.980,269.71,1880
17.984,269.77,1878
17.988,269.82,1876
17.992,269.88,1874
17.996,269.94,1871
18.000,270.00,1769
18.004,270.06,1772
18.008,270.12,1775
18.012,270.18,1778
18.016,270.23,1781
18.020,270.29,1784
18.023,270.35,1786
18.027,270.41,1789
18.031,270.47,1792
18.035,270.53,1795
18.039,270.59,1797
18.043,270.64,1800
18.047,270.70,1803
18.051,270.76,1805
18.055,270.82,1808
18.059,270.88,1810
18.063,270.94,1813
18.066,271.00,1816
18.070,271.05,1818
18.074,271.11,1821
18.078,271.17,1823
18.082,271.23,1826
18.086,271.29,1828
18.090,271.35,1830
18.094,271.41,1833
18.098,271.46,1835
18.102,271.52,1838
18.105,271.58,1840
18.109,271.64,1842
18.113,271.70,1845
18.117,271.76,1847
18.121,271.82,1849
18.125,271.88,1851
18.129,271.93,1854
18.133,271.99,1856
18.137,272.05,1858
18.141,272.11,1860
18.145,272.17,1862
18.148,272.23,1864
18.152,272.29,1867
18.156,272.34,1869
18.160,272.40,1871
18.164,272.46,1873
18.168,272.52,1875
18.172,272.58,1877
18.176,272.64,1879
18.180,272.70,1881
18.184,272.75,1882
18.188,272.81,1884
18.191,272.87,1886
18.195,272.93,1888
18.199,272.99,1890
18.203,273.05,1892
18.207,273.11,1894
18.211,273.16,1895
18.215,273.22,1897
18.219,273.28,1899
18.223,273.34,1901
18.227,273.40,1902
18.230,273.46,1904
18.234,273.52,1906
18.238,273.57,1907
18.242,273.63,1909
18.246,273.69,1911
18.250,273.75,1912
18.254,273.81,1914
18.258,273.87,1915
18.262,273.93,1917
18.266,273.98,1918
18.270,274.04,1920
18.273,274.10,1921
18.277,274.16,1923
18.281,274.22,1924
18.285,274.28,1926
18.289,274.34,1927
18.293,274.39,1928
18.297,274.45,1930
18.301,274.51,1931
18.305,274.57,1932
18.309,274.63,1947
18.313,274.69,1935
18.316,274.75,1936
18.320,274.80,1937
18.324,274.86,1938
18.328,274.92,1939
18.332,274.98,1941
18.336,275.04,1942
18.340,275.10,1943
18.344,275.16,1944
18.348,275.21,1945
18.352,275.27,1946
18.355,275.33,1947
18.359,275.39,1978
18.363,275.45,1949
18.367,275.51,1950
18.371,275.57,1951
18.375,275.63,1952
18.379,275.68,1953
18.383,275.74,1954
18.387,275.80,1954
18.391,275.86,1955
18.395,275.92,1956
18.398,275.98,1957
18.402,276.04,1958
18.406,276.09,1958
18.410,276.15,1959
18.414,276.21,1960
18.418,276.27,1961
18.422,276.33,1961
18.426,276.39,1962
18.430,276.45,1963
18.434,276.50,1963
18.438,276.56,1964
18.441,276.62,1964
18.445,276.68,1965
18.449,276.74,1966
18.453,276.80,1966
18.457,276.86,1967
18.461,276.91,1967
18.465,276.97,1968
18.469,277.03,1968
18.473,277.09,1968
18.477,277.15,1969
18.480,277.21,1969
18.484,277.27,1970
18.488,277.32,1970
18.492,277.38,1970
18.496,277.44,1970
18.500,277.50,1971
18.504,277.56,1971
18.508,277.62,1971
18.512,277.68,1971
18.516,277.73,1972
18.520,277.79,1972
18.523,277.85,1972
18.527,277.91,1972
18.531,277.97,1972
18.535,278.03,1972
18.539,278.09,1973
18.543,278.14,1972
18.547,278.20,1972
18.551,278.26,1972
18.555,278.32,1972
18.559,278.38,1972
18.563,278.44,1972
18.566,278.50,1972
18.570,278.55,1972
18.574,278.61,1972
18.578,278.67,1972
18.582,278.73,1972
18.586,278.79,1972
18.590,278.85,1971
18.594,278.91,1971
18.598,278.96,1971
18.602,279.02,1971
18.605,279.08,1970
18.609,279.14,1970
18.613,279.20,1970
18.617,279.26,1970
18.621,279.32,1969
18.625,279.38,1969
18.629,279.43,1968
18.633,279.49,1968
18.637,279.55,1968
18.641,279.61,1967
18.645,279.67,1967
18.648,279.73,1966
18.652,279.79,1966
18.656,279.84,1965
18.660,279.90,1964
18.664,279.96,1964
18.668,280.02,1963
18.672,280.08,1963
18.676,280.14,1962
18.680,280.20,1961
18.684,280.25,1961
18.688,280.31,1960
18.691,280.37,1959
18.695,280.43,1958
18.699,280.49,1958
18.703,280.55,1957
18.707,280.61,1956
18.711,280.66,1955
18.715,280.72,1955
18.719,280.78,1954
18.723,280.84,1953
18.727,280.90,1952
18.730,280.96,1951
18.734,281.02,1950
18.738,281.07,1949
18.742,281.13,1948
18.746,281.19,1947
18.750,281.25,1946
18.754,281.31,1945
18.758,281.37,1944
18.762,281.43,1943
18.766,281.48,1942
18.770,281.54,1940
18.773,281.60,1939
18.777,281.66,1938
18.781,281.72,1937
18.785,281.78,1936
18.789,281.84,1935
18.793,281.89,1933
18.797,281.95,1932
18.801,282.01,1931
18.805,282.07,1929
18.809,282.13,1928
18.813,282.19,1927
18.816,282.25,1925
18.820,282.30,1924
18.824,282.36,1923
18.828,282.42,1921
18.832,282.48,1920
18.836,282.54,1918
18.840,282.60,1917
18.844,282.66,1915
18.848,282.71,1914
18.852,282.77,1912
18.855,282.83,1910
18.859,282.89,1909
18.863,282.95,1907
18.867,283.01,1906
18.871,283.07,1904
18.875,283.13,1902
18.879,283.18,1901
18.883,283.24,1899
18.887,283.30,1900
18.891,283.36,1895
18.895,283.42,1894
18.898,283.48,1892
18.902,283.54,1890
18.906,283.59,1888
18.910,283.65,1886
18.914,283.71,1884
18.918,283.77,1882
18.922,283.83,1880
18.926,283.89,1879
18.930,283.95,1876
18.934,284.00,1875
18.938,284.06,1872
18.941,284.12,1870
18.945,284.18,1868
18.949,284.24,1866
18.953,284.30,1864
18.957,284.36,1862
18.961,284.41,1860
18.965,284.47,1858
18.969,284.53,1856
18.973,284.59,1853
18.977,284.65,1851
18.980,284.71,1849
18.984,284.77,1847
18.988,284.82,1844
18.992,284.88,1842
18.996,284.94,1840
19.000,285.00,1773
19.004,285.06,1776
19.008,285.12,1779
19.012,285.18,1782
19.016,285.23,1784
19.020,285.29,1787
19.023,285.35,1790
19.027,285.41,1792
19.031,285.47,1795
19.035,285.53,1798
19.039,285.59,1800
19.043,285.64,1803
19.047,285.70,1805
19.051,285.76,1808
19.055,285.82,1811
19.059,285.88,1813
19.063,285.94,1816
19.066,286.00,1818
19.070,286.05,1821
19.074,286.11,1823
19.078,286.17,1825
19.082,286.23,1828
19.086,286.29,1830
19.090,286.35,1833
19.094,286.41,1835
19.098,286.46,1837
19.102,286.52,1839
19.105,286.58,1842
19.109,286.64,1844
19.113,286.70,1846
19.117,286.76,1848
19.121,286.82,1851
19.125,286.88,1853
19.129,286.93,1855
19.133,286.99,1857
19.137,287.05,1859
19.141,287.11,1861
19.145,287.17,1863
19.148,287.23,1865
19.152,287.29,1867
19.156,287.34,1869
19.160,287.40,1871
19.164,287.46,1873
19.168,287.52,1875
19.172,287.58,1877
19.176,287.64,1879
19.180,287.70,1881
19.184,287.75,1883
19.188,287.81,1885
19.191,287.87,1886
19.195,287.93,1888
19.199,287.99,1890
19.203,288.05,1892
19.207,288.11,1893
19.211,288.16,1895
19.215,288.22,1897
19.219,288.28,1899
19.223,288.34,1900
19.227,288.40,1902
19.230,288.46,1903
19.234,288.52,1905
19.238,288.57,1907
19.242,288.63,1908
19.246,288.69,1910
19.250,288.75,1911
19.254,288.81,1913
19.258,288.87,1914
19.262,288.93,1916
19.266,288.98,1917
19.270,289.04,1918
19.273,289.10,1920
19.277,289.16,1921
19.281,289.22,1923
19.285,289.28,1924
19.289,289.34,1925
19.293,289.39,1926
19.297,289.45,1928
19.301,289.51,1929
19.305,289.57,1930
19.309,289.63,1931
19.313,289.69,1933
19.316,289.75,1934
19.320,289.80,1935
19.324,289.86,1936
19.328,289.92,1937
19.332,289.98,1938
19.336,290.04,1939
19.340,290.10,1940
19.344,290.16,1941
19.348,290.21,1942
19.352,290.27,1943
19.355,290.33,1944
19.359,290.39,1945
19.363,290.45,1946
19.367,290.51,1947
19.371,290.57,1948
19.375,290.63,1949
19.379,290.68,1949
19.383,290.74,1950
19.387,290.80,1951
19.391,290.86,1952
19.395,290.92,1953
19.398,290.98,1953
19.402,291.04,1954
19.406,291.09,1955
19.410,291.15,1955
19.414,291.21,1956
19.418,291.27,1957
19.422,291.33,1957
19.426,291.39,1958
19.430,291.45,1958
19.434,291.50,1959
19.438,291.56,1960
19.441,291.62,1960
19.445,291.68,1961
19.449,291.74,1961
19.453,291.80,1961
19.457,291.86,1962
19.461,291.91,1962
19.465,291.97,1963
19.469,292.03,1963
19.473,292.09,1963
19.477,292.15,1964
19.480,292.21,1964
19.484,292.27,1964
19.488,292.32,1965
19.492,292.38,1965
19.496,292.44,1965
19.500,292.50,1965
19.504,292.56,1965
19.508,292.62,1966
19.512,292.68,1966
19.516,292.73,1966
19.520,292.79,1966
19.523,292.85,1966
19.527,292.91,1966
19.531,292.97,1966
19.535,293.03,1966
19.539,293.09,1966
19.543,293.14,1966
19.547,293.20,1966
19.551,293.26,1966
19.555,293.32,1966
19.559,293.38,1966
19.563,293.44,1966
19.566,293.50,1966
19.570,293.55,1965
19.574,293.61,1965
19.578,293.67,1965
19.582,293.73,1965
19.586,293.79,1964
19.590,293.85,1964
19.594,293.91,1964
19.598,293.96,1964
19.602,294.02,1963
19.605,294.08,1963
19.609,294.14,1963
19.613,294.20,1962
19.617,294.26,1962
19.621,294.32,1961
19.625,294.38,1961
19.629,294.43,1960
19.633,294.49,1960
19.637,294.55,1960
19.641,294.61,1959
19.645,294.67,1958
19.648,294.73,1958
19.652,294.79,1957
19.656,294.84,1957
19.660,294.90,1956
19.664,294.96,1955
19.668,295.02,1955
19.672,295.08,1954
19.676,295.14,1953
19.680,295.20,1953
19.684,295.25,1952
19.688,295.31,1951
19.691,295.37,1950
19.695,295.43,1949
19.699,295.49,1949
19.703,295.55,1948
19.707,295.61,1947
19.711,295.66,1946
19.715,295.72,1945
19.719,295.78,1944
19.723,295.84,1943
19.727,295.90,1942
19.730,295.96,1941
19.734,296.02,1940
19.738,296.07,1939
19.742,296.13,1938
19.746,296.19,1937
19.750,296.25,1936
19.754,296.31,1935
19.758,296.37,1934
19.762,296.43,1932
19.766,296.48,1931
19.770,296.54,1930
19.773,296.60,1929
19.777,296.66,1928
19.781,296.72,1926
19.785,296.78,1925
19.789,296.84,1924
19.793,296.89,1922
19.797,296.95,1921
19.801,297.01,1920
19.805,297.07,1918
19.809,297.13,1917
19.813,297.19,1916
19.816,297.25,1914
19.820,297.30,1913
